SALEYEAR,SALETYPE,SALECODE,SALEDATE,BOOK,DAY,HIP,HIPNUM,HORSE,CHORSE,RATING,TATTOO,DATEFOAL,AGE,COLOR,SEX,GAIT,TYPE,RECORD,ET,ELIG,SIRE,CSIRE,DAM,CDAM,SIREOFDAM,CSIREOFDAM,DAMOFDAM,CDAMOFDAM,DAMTATT,DAMYOF,DDAMTATT,BREDTO,LASTBRED,CONSLNAME,CONSNO,PEMCODE,PURFNAME,PURLNAME,SBCITY,SBSTATE,SBCOUNTRY,PRICE,CURRENCY,URL,NFFM,PRIVATE SALE,BREED,YEARFOAL
2023,Y,23FTSAUG,8/14/2023,1,2,611,611,,,,,4/15/2022,1,B,F,,Y,,,NY,MORE THAN READY,MORE THAN READY,FLIPCUP,FLIPCUP,MILWAUKEE BREW,MILWAUKEE BREW,,,,,,,,DENALI STUD AGENT XII,,,,CHAD SCHUMER AGENT,,,,60000,,https://vimeo.com/847974328?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,612,612,,,,,5/11/2022,1,GRR,F,,Y,,,NY,VEKOMA,VEKOMA,FLORIPA,FLORIPA,TAPIT,TAPIT,,,,,,,,SUMMERFIELD (FRANCIS & BARBARA VANLANGENDONCK) AGENT FOR OLD TAVERN FARM,,,,SMART CHOICE STABLE SGV AGENT,,,,125000,,https://vimeo.com/853190021?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,613,613,,,,,5/17/2022,1,DKB,F,,Y,,,NY,FREUD,FREUD,FLYING ROBIN HOOD,FLYING ROBIN HOOD,COLONEL JOHN,COLONEL JOHN,,,,,,,,FORT CHRISTOPHER'S THOROUGHBREDS LLC AGENT,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,614,614,,,,,5/11/2022,1,DKB,F,,Y,,,NY,HIGHER POWER,HIGHER POWER,FOLLOW MY LUCK,FOLLOW MY LUCK,ELUSIVE QUALITY,ELUSIVE QUALITY,,,,,,,,VINERY SALES AGENT FOR ALLEN C. HALLETT,,,,NOT SOLD,,,,5000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,615,615,,,,,4/29/2022,1,B,F,,Y,,,NY,HONEST MISCHIEF,HONEST MISCHIEF,FORCE MAJEURE (IRE),FORCE MAJEURE (IRE),SMART STRIKE,SMART STRIKE,,,,,,,,PARAMOUNT SALES AGENT XIII,,,,POPEYE STABLES,,,,60000,,https://vimeo.com/849735295?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,616,616,,,,,2/17/2022,1,DKB,F,,Y,,,NY,HARD SPUN,HARD SPUN,FOREVER SMART,FOREVER SMART,SMART STRIKE,SMART STRIKE,,,,,,,,SUMMERFIELD (FRANCIS & BARBARA VANLANGENDONCK) AGENT,,,,ECLIPSE THOROUGHBRED PARTNERS,,,,125000,,https://vimeo.com/853552372?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,617,617,,,,,4/7/2022,1,B,F,,Y,,,NY,MCKINZIE,MCKINZIE,FOURSCOREANDSEVEN,FOURSCOREANDSEVEN,COLONEL JOHN,COLONEL JOHN,,,,,,,,FOUR STAR SALES AGENT,,,,WOLF CREEK FARMS,,,,47000,,https://vimeo.com/849814632?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,618,618,,,,,4/14/2022,1,B,F,,Y,,,NY,BERNARDINI,BERNARDINI,FRESCO,FRESCO,FREUD,FREUD,,,,,,,,WINTER QUARTER FARM AGENT FOR OAK BLUFF STABLE LLC,,,,C. CLEMENT,,,,320000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,619,619,,,,,4/16/2022,1,B,F,,Y,,,NY,MUNNINGS,MUNNINGS,FREUDIE ANNE,FREUDIE ANNE,FREUD,FREUD,,,,,,,,HUNTER VALLEY FARM AGENT,,,,NIALL BRENNAN AGT FOR JR INTERNATIONAL HOLDINGS,,,,325000,,https://vimeo.com/853509591?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,620,620,,,,,2/20/2022,1,B,C,,Y,,,NY,SPUN TO RUN,SPUN TO RUN,FRISKY KITTEN,FRISKY KITTEN,KITTEN'S JOY,KITTEN'S JOY,,,,,,,,TURNING POINT BLOODSTOCK AGENT,,,,JD BUSINESS VENTURES LLC,,,,7000,,https://vimeo.com/850971540?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,621,621,,,,,5/9/2022,1,DKB,C,,Y,,,NY,UPSTART,UPSTART,FU PEGGI SUE,FU PEGGI SUE,FUSAICHI PEGASUS,FUSAICHI PEGASUS,,,,,,,,SETH GREGORY BLOODSTOCK AGENT I,,,,LONG GROVE BLOODSTOCK AGENT FOR CYNTHIA M. SANSONE,,,,30000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,622,622,,,,,4/21/2022,1,CH,F,,Y,,,NY,IMPROBABLE,IMPROBABLE,GEORGIE'S ANGEL,GEORGIE'S ANGEL,BELLAMY ROAD,BELLAMY ROAD,,,,,,,,EATON SALES AGENT FOR LONGFORD FARM,,,,SOLIS/LITT,,,,135000,,https://vimeo.com/853134533?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,623,623,,,,,5/4/2022,1,CH,C,,Y,,,NY,IMPROBABLE,IMPROBABLE,GIANT BLOSSOM,GIANT BLOSSOM,GIANT'S CAUSEWAY,GIANT'S CAUSEWAY,,,,,,,,TAYLOR MADE SALES AGENCY AGENT CVII,,,,RT RACING,,,,120000,,https://vimeo.com/850958927?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,624,624,,,,,4/17/2022,1,B,F,,Y,,,NY,CENTRAL BANKER,CENTRAL BANKER,GIANT STELLA,GIANT STELLA,GIANT SURPRISE,GIANT SURPRISE,,,,,,,,DENALI STUD AGENT V,,,,THISTLE FARMS,,,,25000,,https://vimeo.com/847974727?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,625,625,,,,,2/17/2022,1,B,F,,Y,,,NY,TAPITURE,TAPITURE,GIVE ME A HUG,GIVE ME A HUG,UNCLE MO,UNCLE MO,,,,,,,,TURNING POINT BLOODSTOCK AGENT,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,626,626,,,,,3/25/2022,1,DKB,C,,Y,,,NY,UNION RAGS,UNION RAGS,GOLDENMINE,GOLDENMINE,MINESHAFT,MINESHAFT,,,,,,,,TAYLOR MADE SALES AGENCY AGENT CVI,,,,NOT SOLD,,,,65000,,https://youtu.be/4idW4APSfTs,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,627,627,,,,,4/13/2022,1,CH,F,,Y,,,NY,VEKOMA,VEKOMA,GOLDEN MISS,GOLDEN MISS,GOLDEN MISSILE,GOLDEN MISSILE,,,,,,,,TURNING POINT BLOODSTOCK AGENT FOR HIDDEN LAKE FARM LLC,,,,SEAN S. PERL BLOODSTOCK LLC,,,,50000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,628,628,,,,,3/5/2022,1,DKB,C,,Y,,,NY,PRACTICAL JOKE,PRACTICAL JOKE,GOLDEN MYSTERY,GOLDEN MYSTERY,AWESOME AGAIN,AWESOME AGAIN,,,,,,,,NARDELLI SALES AGENT,,,,TOM MCCROCKLIN AGENT,,,,380000,,https://vimeo.com/853078716?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,629,629,,,,,2/26/2022,1,DKB,F,,Y,,,NY,FLAMEAWAY,FLAMEAWAY,GOLD ZIPPER,GOLD ZIPPER,CITY ZIP,CITY ZIP,,,,,,,,BLAKE-ALBINA THOROUGHBRED SERVICES LLC AGENT VI,,,,TOM MCCROCKLIN AGENT FOR CHAMPION EQUINE,,,,200000,,https://vimeo.com/850949880,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,630,630,,,,,1/26/2022,1,B,F,,Y,,,NY,INSTAGRAND,INSTAGRAND,GOODBYE BROCKLEY,GOODBYE BROCKLEY,COSMONAUT,COSMONAUT,,,,,,,,FOUR STAR SALES AGENT,,,,OXO EQUINE LLC,,,,200000,,https://vimeo.com/853073656?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,631,631,,,,,3/16/2022,1,DKB,F,,Y,,,NY,COMPLEXITY,COMPLEXITY,GOODS AND SERVICES,GOODS AND SERVICES,PAYNTER,PAYNTER,,,,,,,,SEQUEL NY AGENT V,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,632,632,,,,,3/31/2022,1,DKB,C,,Y,,,NY,COMPLEXITY,COMPLEXITY,GRACEFUL RAGE,GRACEFUL RAGE,TIZNOW,TIZNOW,,,,,,,,PARAMOUNT SALES AGENT II,,,,NOT SOLD,,,,80000,,https://vimeo.com/852840742?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,633,633,,,,,2/6/2022,1,CH,F,,Y,,,NY,VEKOMA,VEKOMA,GRACE'S TREASURE,GRACE'S TREASURE,ROCKPORT HARBOR,ROCKPORT HARBOR,,,,,,,,TURNING POINT BLOODSTOCK AGENT,,,,HIDDEN BROOK AGENT,,,,160000,,https://vimeo.com/853680241?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,634,634,,,,,3/23/2022,1,B,C,,Y,,,NY,SPUN TO RUN,SPUN TO RUN,GYPSY ANGEL,GYPSY ANGEL,SILVER TRAIN,SILVER TRAIN,,,,,,,,SEQUEL NY AGENT V,,,,NOT SOLD,,,,9000,,https://vimeo.com/852845938,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,635,635,,,,,3/13/2022,1,DKB,F,,Y,,,NY,INSTAGRAND,INSTAGRAND,GYPSY JO,GYPSY JO,LEMON DROP KID,LEMON DROP KID,,,,,,,,HUNTER VALLEY FARM AGENT,,,,FINAL FURLONG RACING RICEHORSE AGENT,,,,100000,,https://vimeo.com/852846072,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,636,636,,,,,3/6/2022,1,B,F,,Y,,,NY,HONOR A. P.,HONOR A. P.,HAUGHTY GIRL,HAUGHTY GIRL,QUALITY ROAD,QUALITY ROAD,,,,,,,,DENALI STUD AGENT III,,,,JOSEPH BUCCI,,,,70000,,https://vimeo.com/853552431?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,637,637,,,,,3/22/2022,1,GRR,F,,Y,,,NY,CITY OF LIGHT,CITY OF LIGHT,HEAVENLY SCORE,HEAVENLY SCORE,EVEN THE SCORE,EVEN THE SCORE,,,,,,,,TAYLOR MADE SALES AGENCY AGENT CIV,,,,MONARCH FARMS,,,,35000,,https://vimeo.com/852158327,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,638,638,,,,,3/26/2022,1,DKB,C,,Y,,,NY,CITY OF LIGHT,CITY OF LIGHT,HEAVENLY THOUGHT,HEAVENLY THOUGHT,WAR FRONT,WAR FRONT,,,,,,,,PREFERRED EQUINE AGENT,,,,FLYING ZEE RACING STABLE LLC,,,,50000,,https://vimeo.com/853560809?share=copy,,Y,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,639,639,,,,,3/20/2022,1,CH,F,,Y,,,NY,AUDIBLE,AUDIBLE,HEAVEN'S HUMOR,HEAVEN'S HUMOR,DROSSELMEYER,DROSSELMEYER,,,,,,,,MCMAHON OF SARATOGA THOROUGHBREDS LLC AGENT,,,,NOT SOLD,,,,47000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,640,640,,,,,3/19/2022,1,B,C,,Y,,,NY,FOG OF WAR,FOG OF WAR,HIGH QUAIL,HIGH QUAIL,TIZNOW,TIZNOW,,,,,,,,PREFERRED EQUINE AGENT,,,,NOT SOLD,,,,14000,,https://vimeo.com/853557562?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,641,641,,,,,2/18/2022,1,B,F,,Y,,,NY,UNCLE MO,UNCLE MO,HOT CITY GIRL,HOT CITY GIRL,CITY ZIP,CITY ZIP,,,,,,,,DENALI STUD AGENT FOR LADY SHEILA STABLE LLC,,,,TWIN OAKS BLOODSTOCK,,,,250000,,https://vimeo.com/847975223?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,642,642,,,,,4/21/2022,1,B,F,,Y,,,NY,MUNNINGS,MUNNINGS,HUSH NOW,HUSH NOW,FLATTER,FLATTER,,,,,,,,TAYLOR MADE SALES AGENCY AGENT CVII,,,,NOT SOLD,,,,135000,,https://vimeo.com/850971718?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,643,643,,,,,4/6/2022,1,DKB,C,,Y,,,NY,NAME CHANGER,NAME CHANGER,ICE FREEZE,ICE FREEZE,DROSSELMEYER,DROSSELMEYER,,,,,,,,TURNING POINT BLOODSTOCK AGENT,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,644,644,,,,,3/18/2022,1,GRR,F,,Y,,,NY,VOLATILE,VOLATILE,IGNITE,IGNITE,JUMP START,JUMP START,,,,,,,,PARAMOUNT SALES AGENT XII,,,,NOT SOLD,,,,145000,,https://vimeo.com/849733256?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,645,645,,,,,4/16/2022,1,CH,C,,Y,,,NY,CENTRAL BANKER,CENTRAL BANKER,INDEMAND,INDEMAND,SAARLAND,SAARLAND,,,,,,,,SARATOGA GLEN FARM LLC AGENT,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,646,646,,,,,1/23/2022,1,B,C,,Y,,,NY,THE FACTOR,THE FACTOR,INSPECTOR HAVERS,INSPECTOR HAVERS,TIZNOW,TIZNOW,,,,,,,,TAYLOR MADE SALES AGENCY AGENT XV,,,,TRADE WINDS FARM,,,,85000,,https://vimeo.com/853135481,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,647,647,,,,,2/5/2022,1,CH,C,,Y,,,NY,INSTAGRAND,INSTAGRAND,INTERLACE,INTERLACE,DECLARATION OF WAR,DECLARATION OF WAR,,,,,,,,SEQUEL NY AGENT I,,,,J. STEVENS BLOODSTOCK AGT.,,,,100000,,https://vimeo.com/852844422,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,648,648,,,,,4/27/2022,1,GRR,C,,Y,,,NY,GLOBAL CAMPAIGN,GLOBAL CAMPAIGN,IRISH CHARMER,IRISH CHARMER,GRAYDAR,GRAYDAR,,,,,,,,TURNING POINT BLOODSTOCK AGENT,,,,OUT,,,,0,,https://vimeo.com/852022223?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,649,649,,,,,3/30/2022,1,CH,C,,Y,,,NY,KANTHAROS,KANTHAROS,IRISH DANZING,IRISH DANZING,DANZA,DANZA,,,,,,,,WINTER QUARTER FARM AGENT II,,,,NOT SOLD,,,,32000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,650,650,,,,,2/4/2022,1,GRR,F,,Y,,,NY,MAXIMUS MISCHIEF,MAXIMUS MISCHIEF,IRISH HEROINE,IRISH HEROINE,STREET HERO,STREET HERO,,,,,,,,TURNING POINT BLOODSTOCK AGENT,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,651,651,,,,,3/31/2022,1,DKB,F,,Y,,,NY,GLOBAL CAMPAIGN,GLOBAL CAMPAIGN,IT'S TIMELESS,IT'S TIMELESS,MINESHAFT,MINESHAFT,,,,,,,,MCMAHON OF SARATOGA THOROUGHBREDS LLC AGENT,,,,NOT SOLD,,,,6000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,652,652,,,,,1/15/2022,1,CH,C,,Y,,,NY,INSTAGRAND,INSTAGRAND,JET MAJESTY,JET MAJESTY,RAFFIE'S MAJESTY,RAFFIE'S MAJESTY,,,,,,,,STRAIGHT LINE EQUINE SALES AGENT,,,,WINDYLEA FARM LLC,,,,45000,,https://vimeo.com/853956350,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,653,653,,,,,4/15/2022,1,CH,F,,Y,,,NY,GAME WINNER,GAME WINNER,J'RAY'S SUNSHINE,J'RAY'S SUNSHINE,GIANT'S CAUSEWAY,GIANT'S CAUSEWAY,,,,,,,,INDIAN CREEK AGENT,,,,KINGS EQUINE,,,,37000,,https://vimeo.com/849941248?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,654,654,,,,,3/30/2022,1,GRR,C,,Y,,,NY,TIZ THE LAW,TIZ THE LAW,JUDGE LEE,JUDGE LEE,STREET CRY (IRE),STREET CRY (IRE),,,,,,,,SUMMERFIELD (FRANCIS & BARBARA VANLANGENDONCK) AGENT,,,,KINGS EQUINE,,,,40000,,https://vimeo.com/853556758?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,655,655,,,,,2/15/2022,1,B,C,,Y,,,NY,KITTEN'S JOY,KITTEN'S JOY,JULUCA,JULUCA,BLAME,BLAME,,,,,,,,HILL 'N' DALE AT XALAPA AGENT,,,,JOSEPH MIGLIORE AGENT FOR ADELPHI RACING CLUB,,,,25000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,656,656,,,,,4/22/2022,1,B,C,,Y,,,NY,HONEST MISCHIEF,HONEST MISCHIEF,KAISERIN,KAISERIN,TIZNOW,TIZNOW,,,,,,,,C & S THOROUGHBREDS AGENT,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,657,657,,,,,3/3/2022,1,DKB,F,,Y,,,NY,GIRVIN,GIRVIN,KARLEY O,KARLEY O,LIAM'S MAP,LIAM'S MAP,,,,,,,,TAYLOR MADE SALES AGENCY AGENT CXIV,,,,RANDY MILES AGENT,,,,150000,,https://youtu.be/BAlV0eBCAUc,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,658,658,,,,,3/20/2022,1,GRR,C,,Y,,,NY,AUDIBLE,AUDIBLE,KASHAMI,KASHAMI,MIZZEN MAST,MIZZEN MAST,,,,,,,,BLAKE-ALBINA THOROUGHBRED SERVICES LLC AGENT I,,,,OUT,,,,0,,https://vimeo.com/850949023,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,659,659,,,,,2/3/2022,1,B,C,,Y,,,NY,CAIRO PRINCE,CAIRO PRINCE,KATHY'S CHANCE,KATHY'S CHANCE,UNION RAGS,UNION RAGS,,,,,,,,HUNTER VALLEY FARM AGENT,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,660,660,,,,,4/13/2022,1,DKB,C,,Y,,,NY,YOSHIDA (JPN),YOSHIDA (JPN),KAT O MINE,KAT O MINE,MINESHAFT,MINESHAFT,,,,,,,,THOMAS J. GALLO III SALES AGENCY AGENT,,,,SERGIO RABADAN,,,,7500,,https://youtu.be/SxpKnrQ3OtA,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,661,661,,,,,3/30/2022,1,GRR,C,,Y,,,NY,VOLATILE,VOLATILE,KATS GIRL CALA,KATS GIRL CALA,LEMON DROP KID,LEMON DROP KID,,,,,,,,THOMAS J. GALLO III SALES AGENCY AGENT,,,,NOT SOLD,,,,29000,,https://youtu.be/tpxpG8HIPqU,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,662,662,,,,,3/29/2022,1,B,C,,Y,,,NY,THOUSAND WORDS,THOUSAND WORDS,KELLY'S PRIZE,KELLY'S PRIZE,PURE PRIZE,PURE PRIZE,,,,,,,,VINERY SALES AGENT FOR ALLEN C. HALLETT,,,,CAPTIVA BLOODSTOCK,,,,47000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,663,663,,,,,2/28/2022,1,B,F,,Y,,,NY,GOLDENCENTS,GOLDENCENTS,KILNOCKAGAIN,KILNOCKAGAIN,MIDAS EYES,MIDAS EYES,,,,,,,,VINERY SALES AGENT III,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,664,664,,,,,2/3/2022,1,DKB,C,,Y,,,NY,THE FACTOR,THE FACTOR,KITTY MADDNES,KITTY MADDNES,COURAGEOUS CAT,COURAGEOUS CAT,,,,,,,,SUMMERFIELD (FRANCIS & BARBARA VANLANGENDONCK) AGENT,,,,NOT SOLD,,,,19000,,https://vimeo.com/853552173?share=copy,,,T,2022
