SALEYEAR,SALETYPE,SALECODE,SALEDATE,BOOK,DAY,HIP,HIPNUM,HORSE,CHORSE,RATING,TATTOO,DATEFOAL,AGE,COLOR,SEX,GAIT,TYPE,RECORD,ET,ELIG,SIRE,CSIRE,DAM,CDAM,SIREOFDAM,CSIREOFDAM,DAMOFDAM,CDAMOFDAM,DAMTATT,DAMYOF,DDAMTATT,BREDTO,LASTBRED,CONLNAME,CONSNO,PEMCODE,PURFNAME,PURLNAME,SBCITY,SBSTATE,SBCOUNTRY,PRICE,CURRENCY,URL,NFFM,PRIVATESALE,BREED,YEARFOAL
2019,Y,KEENOV19,2019-11-15,6,10,3800,3800,Valid Reason,Valid Reason,,,2019-03-11,4,B,F,,W,,,,Shackleford,Shackleford,Arctic Indian,Arctic Indian,,,,,,,,,,"Taylor Made Sales Agency, Agent CVI ",,,,"R.N.A. (1,200)",,,,,,,,,T,2019
2019,Y,KEENOV19,2019-11-15,6,10,3801,3801,Ariege,Ariege,,,2005-03-27,18,DB/BR,M,,B,,,,Doneraile Court,Doneraile Court,Kostroma (IRE),Kostroma (IRE),,,,,,,,,,"Kaizen Sales (Richard Kent), Agent ",,,,David J. Stejskal,,,,2500,,,,,T,2005
2019,Y,KEENOV19,2019-11-15,6,10,3802,3802,Mucho Express,Mucho Express,,,2019-04-02,4,CH,F,,W,,,,Mucho Macho Man,Mucho Macho Man,Ariege,Ariege,,,,,,,,,,"Kaizen Sales (Richard Kent), Agent ",,,,Craig Smith Racing,,,,1000,,,,,T,2019
2019,Y,KEENOV19,2019-11-15,6,10,3803,3803,Morning Artie,Morning Artie,,,2019-02-24,4,B,C,,W,,,,Morning Line,Morning Line,Arties T Ball,Arties T Ball,,,,,,,,,,"Taylor Made Sales Agency, Agent CVI ",,,,"R.N.A. (1,000)",,,,,,,,,T,2019
2019,Y,KEENOV19,2019-11-15,6,10,3804,3804,Planters Punch,Planters Punch,,,2019-04-26,4,B,C,,W,,,,Maclean's Music,Maclean's Music,Artillery Punch,Artillery Punch,,,,,,,,,,"Little's Bloodstock, LLC, Agent I ",,,,"R.N.A. (6,000)",,,,,,,,,T,2019
2019,Y,KEENOV19,2019-11-15,6,10,3805,3805,Artistic Quality,Artistic Quality,,,2014-02-21,9,GR/RO,M,,B,,,,Lemon Drop Kid,Lemon Drop Kid,Counterparty,Counterparty,,,,,,,,,,"Candy Meadows Sales, Agent I ",,,,Maccabee Farm,,,,37000,,,,,T,2014
2019,Y,KEENOV19,2019-11-15,6,10,3806,3806,Awesome Forever,Awesome Forever,,,2015-02-11,8,DB/BR,M,,B,,,,Awesome Again,Awesome Again,Wednesday,Wednesday,,,,,,,,,,"Vinery Sales, Agent LXXVIII ",,,,Richard Barton Ent.,,,,3500,,,,,T,2015
2019,Y,KEENOV19,2019-11-15,6,10,3807,3807,Awesome Maiden,Awesome Maiden,,,2016-04-04,7,DB/BR,M,,B,,,,Awesome Again,Awesome Again,Lady Mayfair,Lady Mayfair,,,,,,,,,,"Kaizen Sales (Richard Kent), Agent ",,,,Erin Fisher,,,,1700,,,,,T,2016
2019,Y,KEENOV19,2019-11-15,6,10,3808,3808,Awesome Tiara,Awesome Tiara,,,2016-03-09,7,B,M,,B,,,,Awesome Again,Awesome Again,Camargue,Camargue,,,,,,,,,,"Vinery Sales, Agent LXXVIII ",,,,Wake Forest Stable,,,,9000,,,,,T,2016
2019,Y,KEENOV19,2019-11-15,6,10,3809,3809,Valiant Charge,Valiant Charge,,,2019-02-01,4,DB/BR,C,,W,,,,Will Take Charge,Will Take Charge,Baby Betty,Baby Betty,,,,,,,,,,"Select Sales, Agent I ",,,,Out,,,,0,,,,,T,2019
